,Tweeted at,User,Content
164,2022-03-16 13:11:18+00:00,Harumnamanya5,@PendisKemenag Di sptjm itu kan bertanggal feb 21. Bantuan lainnya udh didpt lama sblm sptjm dr hal it kan memang bukan penerima lg it gmn min? Lalu di fb pun byk info kl yg terdata tdk rata. Ad yg sdh dpt bsu lalu ikt praker namanya gd. Ad yg cm dpt bsu lainnya gk dpt tp ad namanya.
165,2022-03-14 05:26:04+00:00,eris_ruswandi,@PendisKemenag Ngobrol dengan MUI sebab madrasah diniyah milik umat muslim bukan milik kementerian agama ???
166,2022-03-13 09:40:00+00:00,yasserazka,"@PendisKemenag Dengan terobosan yang baik ini semoga akan terus ada continuous improvement 
https://t.co/xXGKdh9vQ5"
167,2022-03-12 15:34:49+00:00,BigDasz,@PendisKemenag Solutif
168,2022-03-11 02:41:49+00:00,tibylin,@PendisKemenag Yakin?
169,2022-03-09 03:00:10+00:00,awangcand,@PendisKemenag https://t.co/pUJoHbmMMV
170,2022-03-07 08:33:22+00:00,YSsamudra28,"@PendisKemenag Dana bos tahap 1 2022 kapan cair?
Di janjikan januari cair tapi sampe bulan maret ga jelas kapan cair."
171,2022-03-05 04:02:40+00:00,KamilahTV2,@PendisKemenag min kapan akan diadakannya pritest PPG tahun 2022
172,2022-03-01 16:49:56+00:00,ayy_anna120302,"@PendisKemenag Pak ini masa anak MA bermasalah semua, tolong segera dituntaskan /carikan jalan keluar, udah setres banget ini pak"
173,2022-03-01 16:46:14+00:00,ayy_anna120302,"@PendisKemenag @PendisKemenag Yang saya hormati,ini kenapa ya alumni MA pada sulit bikin akun ltmpt, nangis banget 2 minggu lagi penutupan"
174,2022-02-23 23:03:18+00:00,husaien_haikal,@PendisKemenag  mengapa peserta  inpassing 2014 sampai sekarang belum ada kabarnya. Dan di Kemendikbud aja sudah beberapa kali mengajukan inpasing utk guru guru barunya dikemenag guru yang mengajar dari 2006 kebawah aja masih banyak yang belum inpassing
175,2022-02-22 10:09:13+00:00,Alimusyafak_jpr,@PendisKemenag Barokalloh
176,2022-02-22 09:38:56+00:00,MTsN1Pati,@PendisKemenag @Alimusyafak_jpr
177,2022-02-20 13:44:36+00:00,Alimusyafak_jpr,@PendisKemenag Mksh min..
178,2022-02-19 02:31:41+00:00,ImamDzikri2,@PendisKemenag Perecepat PPG Juga nggeh pak... 🙏
179,2022-02-15 09:50:46+00:00,ImamDzikri2,"@PendisKemenag Nggih pak senantiasa kami sebar, tapi kalau lihat dapodik temen-temen pada dipanggil PPG sampai 2019 rasanya susah untuk ditoleransi.... kami manusia biasa pak,,,"
180,2022-02-14 06:07:08+00:00,IlhamJudin,@PendisKemenag Mantap Jaya terus Madrasah q...
181,2022-02-12 10:55:09+00:00,rhemasyk007,@PendisKemenag Gimna Khabar PPG ?
182,2022-02-12 02:22:28+00:00,ImamDzikri2,"@PendisKemenag semoga TMT sudah nambah tahun, tidak hanya 2015, kemendikbud sudah mengarah sampai 2021"
183,2022-02-11 06:21:22+00:00,BigDasz,@PendisKemenag Penting dan menarik
184,2022-02-10 12:23:10+00:00,nasution_saroha,@PendisKemenag Barakalloh
185,2022-02-09 11:22:01+00:00,ImamDzikri2,"@PendisKemenag PPG GPAI nasibnya bagaimana pak dirjen.... itu kemendikbud sudah mulai bergerak gesit.... kuota juga banyakan kemendikbud tapi tidak mengular juga antriannya,,, bantu kami pak... please....,😭"
186,2022-02-07 22:31:14+00:00,masroni_01,@PendisKemenag Situa Siaga pendis buka kembali kapan ya pak?
187,2022-01-31 18:58:23+00:00,anurdin9,"@PendisKemenag Aslmkm Wr wb, izin bertanya dan mohon petunjuknya min, Bagaimana Proses Mutasi Data Sertifikasi dari Kemenag Ke Kemdikbud ? Apakah bisa di proses, mengingat saat ini saya sedang mengikuti tes seleksi Cawas di Dinas Pendidikan Setempat, saat ini saya penerima TPGPAI"
188,2022-01-31 11:54:35+00:00,gumilarguns1983,"@PendisKemenag boleh bertanya, nasib guru PAI yang ada di negeri?"
189,2022-01-21 10:27:58+00:00,YNurbayan,"@PendisKemenag Mohon bantuan rehabnya atap madrasah kami rusak berat pak Menteri @YaqutCQoumas, @Kemenag_RI  🙏🙏🙏"
190,2022-01-18 05:12:15+00:00,medialaki,@PendisKemenag https://t.co/OpxoxK50nJ
191,2022-01-10 12:24:19+00:00,1Okus,@PendisKemenag Hendri Dunan
192,2022-01-05 15:07:07+00:00,BigDasz,@PendisKemenag Terbaiik👍🏻
193,2022-01-04 03:53:19+00:00,AlbatawiHabaz,@PendisKemenag Mantab P Dir... Lanjutkan ... Semoga Pak Direktur dan Semua tim di KSKK Madrasah diberkahi Allah.
